right wheel encoder data: 424605279890 23
left wheel encoder data: 424606117371 23
right wheel encoder data: 424606282943 23
imu data: 424605980366 0.024766 -0.073322 0.997167 -0.67375 1.9775 0.945
left wheel encoder data: 424607120715 24
right wheel encoder data: 424607307566 24
imu data: 424607276084 0.02562 -0.075396 0.999912 -0.55125 1.81125 0.88375
left wheel encoder data: 424608120269 24
right wheel encoder data: 424608276805 24
imu data: 424608310036 0.026657 -0.078934 1.00357 -0.42 1.61875 0.81375
left wheel encoder data: 424609120698 24
right wheel encoder data: 424609278983 24
imu data: 424609446887 0.027694 -0.082411 1.00528 -0.27125 1.3825 0.7525
left wheel encoder data: 424610120253 24
right wheel encoder data: 424610299525 24
imu data: 424610695966 0.028609 -0.08418 1.00711 -0.13125 1.12 0.6825
left wheel encoder data: 424611120390 25
right wheel encoder data: 424611279549 25
left wheel encoder data: 424612120528 25
right wheel encoder data: 424612279395 25
imu data: 424611813287 0.02867 -0.086071 1.00943 0.09625 0.53375 0.525
left wheel encoder data: 424613120082 25
right wheel encoder data: 424613278950 25
left wheel encoder data: 424614120803 26
right wheel encoder data: 424614299493 26
imu data: 424613072859 0.03172 -0.087169 1.0115 0.1925 0.245 0.42875
ofs data: 424613449915 -15 -15 201 79 0
left wheel encoder data: 424615120357 26
imu data: 424614627139 0.03172 -0.087169 1.0115 0.2625 -0.0175 0.32375
right wheel encoder data: 424615281557 26
imu data: 424615273104 0.033306 -0.08723 1.0126 0.2625 -0.0175 0.32375
left wheel encoder data: 424616117580 26
right wheel encoder data: 424616281695 26
imu data: 424616371477 0.032574 -0.08662 1.01486 0.315 -0.28875 0.2275
left wheel encoder data: 424617122381 26
right wheel encoder data: 424617281541 26
imu data: 424617395226 0.032147 -0.085522 1.01675 0.3675 -0.55125 0.14875
left wheel encoder data: 424618123685 27
right wheel encoder data: 424618280512 27
imu data: 424618572595 0.03172 -0.083753 1.01565 0.4025 -0.81375 0.06125
left wheel encoder data: 424619125571 27
right wheel encoder data: 424619279192 27
imu data: 424619707115 0.032696 -0.082472 1.0148 0.44625 -1.0675 -0.00875
left wheel encoder data: 424620120171 27
right wheel encoder data: 424620279330 27
imu data: 424620836970 0.034343 -0.081618 1.01406 0.49 -1.30375 -0.07875
left wheel encoder data: 424621121766 27
right wheel encoder data: 424621282382 27
left wheel encoder data: 424622120737 28
right wheel encoder data: 424622279022 28
imu data: 424622062437 0.035929 -0.081008 1.00979 0.5425 -1.5225 -0.14875
left wheel encoder data: 424623136324 28
right wheel encoder data: 424623282366 28
imu data: 424623086186 0.037332 -0.080642 1.00863 0.58625 -1.72375 -0.21875
left wheel encoder data: 424624146956 28
right wheel encoder data: 424624413095 28
imu data: 424624232365 0.038247 -0.078446 1.00699 0.63875 -1.89 -0.2975
left wheel encoder data: 424625270398 29
right wheel encoder data: 424625331321 29
imu data: 424625377961 0.039406 -0.074542 1.00443 0.6825 -2.03875 -0.39375
left wheel encoder data: 424626141401 29
right wheel encoder data: 424626301726 29
ofs data: 424625499371 -20 -20 202 79 0
imu data: 424626510149 0.039772 -0.06954 1.00272 0.74375 -2.1525 -0.49
left wheel encoder data: 424627147951 29
