encoder_data:1691744948.5850363 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5871987 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5890806 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5909288 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.592252 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5943604 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5960855 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5977068 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.5992994 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6013982 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6029482 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6047242 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6064236 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6081254 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6097496 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6113763 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.612988 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6146135 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.616227 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6178324 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6195438 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.621236 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6233659 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6250057 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6266594 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6282737 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6305587 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.632131 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6340477 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6358783 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6377938 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.639046 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6406932 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.642316 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.643827 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.64531 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6468058 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6592047 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.660811 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.662403 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6639843 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6655934 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6671789 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6688762 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6705549 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.672285 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6734357 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.675702 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6768267 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.678511 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6800978 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6818304 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6834137 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6850965 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6867917 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6884677 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6901524 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.692038 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6931555 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6948638 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.696458 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6980264 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.6996055 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.7011611 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.702969 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.7042391 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.705965 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.7075615 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.7092187 0.0 0.0
 real_pos:0.0 0.0 0
encoder_data:1691744948.7108724 0.0 0.0
 real_pos:0.0 0.0 0
